Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
1,2023-11-24,CUST00001,0,34,beauty,3,50,150
2,2023-02-27,CUST00002,1,26,clothing,2,500,1000
3,2023-01-13,CUST00003,0,50,electronics,1,30,30
4,2023-05-21,CUST00004,0,37,clothing,1,500,500
5,2023-05-06,CUST00005,0,30,beauty,2,50,100
6,2023-04-25,CUST00006,1,45,beauty,1,30,30
7,2023-03-13,CUST00007,0,46,clothing,2,25,50
8,2023-02-22,CUST00008,0,30,electronics,4,25,100
9,2023-12-13,CUST00009,0,63,electronics,2,300,600
10,2023-10-07,CUST00010,1,52,clothing,4,50,200
11,2023-02-14,CUST00011,0,23,clothing,2,50,100
12,2023-10-30,CUST00012,0,35,beauty,3,25,75
13,2023-08-05,CUST00013,0,22,electronics,3,500,1500
14,2023-01-17,CUST00014,0,64,clothing,4,30,120
15,2023-01-16,CUST00015,1,42,electronics,4,500,2000
16,2023-02-17,CUST00016,0,19,clothing,3,500,1500
17,2023-04-22,CUST00017,1,27,clothing,4,25,100
18,2023-04-30,CUST00018,1,47,electronics,2,25,50
19,2023-09-16,CUST00019,1,62,clothing,2,25,50
20,2023-11-05,CUST00020,0,22,clothing,3,300,900
21,2023-01-14,CUST00021,1,50,beauty,1,500,500
22,2023-10-15,CUST00022,0,18,clothing,2,50,100
23,2023-04-12,CUST00023,1,35,clothing,4,30,120
24,2023-11-29,CUST00024,1,49,clothing,1,300,300
25,2023-12-26,CUST00025,1,64,beauty,1,50,50
26,2023-10-07,CUST00026,1,28,electronics,2,500,1000
27,2023-08-03,CUST00027,1,38,beauty,2,25,50
28,2023-04-23,CUST00028,1,43,beauty,1,500,500
29,2023-08-18,CUST00029,1,42,electronics,1,30,30
30,2023-10-29,CUST00030,1,39,beauty,3,300,900
31,2023-05-23,CUST00031,0,44,electronics,4,300,1200
32,2023-01-04,CUST00032,0,30,beauty,3,30,90
33,2023-03-23,CUST00033,1,50,electronics,2,50,100
34,2023-12-24,CUST00034,1,51,clothing,3,50,150
35,2023-08-05,CUST00035,1,58,beauty,3,300,900
36,2023-06-24,CUST00036,0,52,beauty,3,300,900
37,2023-05-23,CUST00037,1,18,beauty,3,25,75
38,2023-03-21,CUST00038,0,38,beauty,4,50,200
39,2023-04-21,CUST00039,0,23,clothing,4,30,120
40,2023-06-22,CUST00040,0,45,beauty,1,50,50
41,2023-02-22,CUST00041,0,34,clothing,2,25,50
42,2023-02-17,CUST00042,0,22,clothing,3,300,900
43,2023-07-14,CUST00043,1,48,clothing,1,300,300
44,2023-02-19,CUST00044,1,22,clothing,1,25,25
45,2023-07-03,CUST00045,1,55,electronics,1,30,30
46,2023-06-26,CUST00046,1,20,electronics,4,300,1200
47,2023-11-06,CUST00047,1,40,beauty,3,500,1500
48,2023-05-16,CUST00048,0,54,electronics,3,300,900
49,2023-01-23,CUST00049,1,54,electronics,2,500,1000
50,2023-08-24,CUST00050,1,27,beauty,3,25,75
51,2023-10-02,CUST00051,0,27,beauty,3,25,75
52,2023-03-05,CUST00052,1,36,beauty,1,300,300
53,2023-07-13,CUST00053,0,34,electronics,2,50,100
54,2023-02-10,CUST00054,1,38,electronics,3,500,1500
55,2023-10-10,CUST00055,0,31,beauty,4,30,120
56,2023-05-31,CUST00056,1,26,clothing,3,300,900
57,2023-11-18,CUST00057,1,63,beauty,1,30,30
58,2023-11-13,CUST00058,0,18,clothing,4,300,1200
59,2023-07-05,CUST00059,0,62,clothing,1,50,50
60,2023-10-23,CUST00060,0,30,beauty,3,50,150
61,2023-04-09,CUST00061,0,21,beauty,4,50,200
62,2023-12-27,CUST00062,0,18,beauty,2,50,100
63,2023-02-05,CUST00063,0,57,electronics,2,25,50
64,2023-01-24,CUST00064,0,49,clothing,4,25,100
65,2023-12-05,CUST00065,0,51,electronics,4,500,2000
66,2023-04-27,CUST00066,1,45,electronics,1,30,30
67,2023-05-29,CUST00067,1,48,beauty,4,300,1200
68,2023-02-10,CUST00068,0,25,electronics,1,300,300
69,2023-04-30,CUST00069,1,56,beauty,3,25,75
70,2023-02-21,CUST00070,1,43,clothing,1,300,300
71,2023-07-14,CUST00071,1,51,beauty,4,25,100
72,2023-05-23,CUST00072,1,20,electronics,4,500,2000
73,2023-08-21,CUST00073,0,29,electronics,3,30,90
74,2023-11-22,CUST00074,1,18,beauty,4,500,2000
75,2023-07-06,CUST00075,0,61,beauty,4,50,200
76,2023-03-25,CUST00076,1,22,electronics,2,50,100
77,2023-07-09,CUST00077,1,47,clothing,2,50,100
78,2023-07-01,CUST00078,1,47,clothing,3,500,1500
79,2023-04-18,CUST00079,0,34,beauty,1,300,300
80,2023-12-10,CUST00080,1,64,clothing,2,30,60
81,2023-05-17,CUST00081,0,40,electronics,1,50,50
82,2023-12-26,CUST00082,1,32,beauty,4,50,200
83,2023-12-16,CUST00083,0,54,electronics,2,50,100
84,2023-11-28,CUST00084,1,38,electronics,3,30,90
85,2023-02-06,CUST00085,0,31,clothing,3,50,150
86,2023-11-08,CUST00086,0,19,beauty,3,30,90
87,2023-11-22,CUST00087,1,28,beauty,2,50,100
88,2023-03-29,CUST00088,0,56,clothing,1,500,500
89,2023-10-01,CUST00089,1,55,electronics,4,500,2000
90,2023-05-06,CUST00090,1,51,electronics,1,30,30
91,2023-03-25,CUST00091,1,55,electronics,1,500,500
92,2023-08-25,CUST00092,1,51,electronics,4,30,120
93,2023-07-14,CUST00093,1,35,beauty,4,500,2000
94,2023-05-19,CUST00094,1,47,beauty,2,500,1000
95,2023-11-24,CUST00095,1,32,clothing,2,30,60
96,2023-12-19,CUST00096,1,44,clothing,2,300,600
97,2023-10-13,CUST00097,1,51,beauty,2,500,1000
98,2023-04-23,CUST00098,1,55,beauty,2,50,100
99,2023-12-17,CUST00099,1,50,electronics,4,300,1200
100,2023-06-16,CUST00100,0,41,electronics,1,30,30
101,2023-01-29,CUST00101,0,32,clothing,2,300,600
102,2023-04-28,CUST00102,1,47,beauty,2,25,50
103,2023-01-17,CUST00103,1,59,clothing,1,25,25
104,2023-06-11,CUST00104,1,34,beauty,2,500,1000
105,2023-07-25,CUST00105,1,22,electronics,1,500,500
106,2023-05-18,CUST00106,1,46,clothing,1,50,50
107,2023-02-03,CUST00107,1,21,clothing,4,300,1200
108,2023-04-19,CUST00108,1,27,beauty,3,25,75
109,2023-10-18,CUST00109,1,34,electronics,4,500,2000
110,2023-06-11,CUST00110,0,27,clothing,3,300,900
111,2023-04-19,CUST00111,1,34,electronics,3,500,1500
112,2023-12-02,CUST00112,0,37,clothing,3,500,1500
113,2023-09-13,CUST00113,1,41,electronics,2,25,50
114,2023-07-22,CUST00114,1,22,beauty,4,25,100
115,2023-11-26,CUST00115,0,51,clothing,3,500,1500
116,2023-08-23,CUST00116,1,23,clothing,1,30,30
117,2023-03-15,CUST00117,0,19,electronics,2,500,1000
118,2023-05-16,CUST00118,1,30,electronics,4,500,2000
119,2023-03-13,CUST00119,1,60,clothing,3,50,150
120,2023-05-07,CUST00120,0,60,beauty,1,50,50
121,2023-10-15,CUST00121,1,28,electronics,4,50,200
122,2023-10-03,CUST00122,0,64,electronics,4,30,120
123,2023-05-15,CUST00123,1,40,electronics,2,30,60
124,2023-10-27,CUST00124,0,33,clothing,4,500,2000
125,2023-08-08,CUST00125,0,48,clothing,2,50,100
126,2023-10-26,CUST00126,1,28,clothing,3,30,90
127,2023-07-24,CUST00127,1,33,clothing,2,25,50
128,2023-07-05,CUST00128,0,25,beauty,1,500,500
129,2023-04-23,CUST00129,1,21,beauty,2,300,600
130,2023-03-12,CUST00130,1,57,clothing,1,500,500
131,2023-09-18,CUST00131,1,21,beauty,2,300,600
132,2023-09-10,CUST00132,0,42,electronics,4,50,200
133,2023-02-16,CUST00133,0,20,electronics,3,300,900
134,2023-01-25,CUST00134,0,49,electronics,1,50,50
135,2023-02-26,CUST00135,0,20,clothing,2,25,50
136,2023-03-20,CUST00136,0,44,electronics,2,300,600
137,2023-11-18,CUST00137,0,46,beauty,2,500,1000
138,2023-03-23,CUST00138,0,49,clothing,4,50,200
139,2023-12-15,CUST00139,0,36,beauty,4,500,2000
140,2023-08-05,CUST00140,0,38,electronics,1,30,30
141,2023-11-02,CUST00141,1,22,electronics,1,50,50
142,2023-02-02,CUST00142,0,35,electronics,4,300,1200
143,2023-07-17,CUST00143,1,45,clothing,1,50,50
144,2023-07-15,CUST00144,1,59,beauty,3,500,1500
145,2023-11-02,CUST00145,1,39,clothing,3,25,75
146,2023-08-28,CUST00146,0,38,clothing,4,50,200
147,2023-09-28,CUST00147,0,23,electronics,1,300,300
148,2023-05-09,CUST00148,0,18,clothing,2,30,60
149,2023-10-11,CUST00149,0,22,clothing,3,25,75
150,2023-01-06,CUST00150,1,58,electronics,4,30,120
151,2023-12-15,CUST00151,0,29,clothing,1,50,50
152,2023-02-28,CUST00152,0,43,electronics,4,500,2000
153,2023-12-16,CUST00153,0,63,electronics,2,500,1000
154,2023-10-02,CUST00154,0,51,electronics,3,300,900
155,2023-05-17,CUST00155,0,31,electronics,4,500,2000
156,2023-11-25,CUST00156,1,43,clothing,4,25,100
157,2023-06-24,CUST00157,0,62,electronics,4,500,2000
158,2023-02-27,CUST00158,1,44,electronics,2,300,600
159,2023-05-31,CUST00159,0,26,clothing,4,50,200
160,2023-08-11,CUST00160,1,43,clothing,2,50,100
161,2023-03-22,CUST00161,0,64,beauty,2,500,1000
162,2023-08-21,CUST00162,0,39,clothing,2,30,60
163,2023-01-02,CUST00163,1,64,clothing,3,50,150
164,2023-05-15,CUST00164,1,47,beauty,3,500,1500
165,2023-09-14,CUST00165,1,60,clothing,4,300,1200
166,2023-04-02,CUST00166,0,34,clothing,4,500,2000
167,2023-09-17,CUST00167,1,43,clothing,3,50,150
168,2023-02-24,CUST00168,0,53,clothing,1,300,300
169,2023-11-17,CUST00169,0,18,beauty,3,500,1500
170,2023-06-02,CUST00170,1,25,clothing,2,25,50
171,2023-11-24,CUST00171,1,52,clothing,3,300,900
172,2023-09-17,CUST00172,0,32,beauty,2,25,50
173,2023-11-08,CUST00173,0,64,electronics,4,30,120
174,2023-04-12,CUST00174,1,39,beauty,1,300,300
175,2023-03-20,CUST00175,1,31,electronics,4,25,100
176,2023-07-11,CUST00176,1,43,beauty,2,50,100
177,2023-03-24,CUST00177,0,45,beauty,2,50,100
178,2023-10-04,CUST00178,0,40,clothing,2,30,60
179,2023-09-29,CUST00179,0,31,electronics,1,300,300
180,2023-01-01,CUST00180,0,41,clothing,3,300,900
181,2023-11-03,CUST00181,0,19,electronics,4,300,1200
182,2023-06-15,CUST00182,0,62,beauty,4,30,120
183,2023-09-08,CUST00183,1,43,beauty,3,300,900
184,2023-01-10,CUST00184,0,31,electronics,4,50,200
185,2023-02-27,CUST00185,0,24,clothing,1,25,25
186,2023-07-05,CUST00186,0,20,clothing,4,50,200
187,2023-06-07,CUST00187,1,64,clothing,2,50,100
188,2023-05-03,CUST00188,0,40,clothing,3,25,75
189,2023-01-30,CUST00189,0,63,beauty,1,50,50
190,2023-05-04,CUST00190,1,60,beauty,3,30,90
191,2023-10-18,CUST00191,0,64,beauty,1,25,25
192,2023-02-10,CUST00192,0,62,beauty,2,50,100
193,2023-02-13,CUST00193,0,35,beauty,3,500,1500
194,2023-09-06,CUST00194,0,55,clothing,4,50,200
195,2023-02-05,CUST00195,0,52,clothing,1,30,30
196,2023-09-30,CUST00196,1,32,clothing,3,300,900
197,2023-03-06,CUST00197,1,42,clothing,4,50,200
198,2023-03-07,CUST00198,1,54,beauty,3,300,900
199,2023-12-04,CUST00199,0,45,beauty,3,500,1500
200,2023-09-01,CUST00200,0,27,beauty,3,50,150
201,2023-10-09,CUST00201,0,56,electronics,1,25,25
202,2023-03-26,CUST00202,1,34,clothing,4,300,1200
203,2023-05-16,CUST00203,0,56,clothing,2,500,1000
204,2023-09-28,CUST00204,0,39,beauty,1,25,25
205,2023-11-07,CUST00205,1,43,clothing,1,25,25
206,2023-08-05,CUST00206,0,61,clothing,1,25,25
207,2023-04-19,CUST00207,1,42,beauty,2,25,50
208,2023-10-04,CUST00208,1,34,electronics,4,50,200
209,2023-12-20,CUST00209,1,30,electronics,4,50,200
210,2023-04-13,CUST00210,0,37,electronics,4,50,200
211,2024-01-01,CUST00211,0,42,beauty,3,500,1500
212,2023-06-09,CUST00212,0,21,clothing,3,500,1500
213,2023-07-24,CUST00213,0,27,beauty,3,500,1500
214,2023-12-10,CUST00214,0,20,beauty,2,30,60
215,2023-11-29,CUST00215,0,58,clothing,3,500,1500
216,2023-07-11,CUST00216,0,62,electronics,2,50,100
217,2023-08-13,CUST00217,1,35,electronics,4,50,200
218,2023-09-22,CUST00218,0,64,beauty,3,30,90
219,2023-08-20,CUST00219,1,53,electronics,3,30,90
220,2023-03-03,CUST00220,0,64,beauty,1,500,500
221,2023-05-07,CUST00221,0,39,beauty,2,300,600
222,2023-04-26,CUST00222,0,51,clothing,4,30,120
223,2023-02-02,CUST00223,1,64,clothing,1,25,25
224,2023-06-23,CUST00224,1,25,clothing,1,50,50
225,2023-01-11,CUST00225,1,57,beauty,4,25,100
226,2023-10-29,CUST00226,1,61,clothing,1,50,50
227,2023-10-11,CUST00227,0,36,electronics,2,50,100
228,2023-04-28,CUST00228,1,59,electronics,2,30,60
229,2023-10-29,CUST00229,0,58,beauty,3,30,90
230,2023-04-23,CUST00230,0,54,beauty,1,25,25
231,2023-01-04,CUST00231,1,23,clothing,3,50,150
232,2023-02-06,CUST00232,1,43,beauty,1,25,25
233,2023-12-29,CUST00233,1,51,beauty,2,300,600
234,2023-11-20,CUST00234,1,62,electronics,2,25,50
235,2023-01-31,CUST00235,1,23,electronics,2,500,1000
236,2023-04-28,CUST00236,1,54,clothing,1,25,25
237,2023-02-04,CUST00237,1,50,beauty,2,500,1000
238,2023-01-17,CUST00238,1,39,beauty,1,500,500
239,2023-06-19,CUST00239,0,38,electronics,3,500,1500
240,2023-02-06,CUST00240,1,23,beauty,1,300,300
241,2023-09-21,CUST00241,1,23,electronics,3,25,75
242,2023-05-02,CUST00242,0,21,clothing,1,25,25
243,2023-05-23,CUST00243,1,47,electronics,3,300,900
244,2023-12-09,CUST00244,0,28,beauty,2,50,100
245,2023-09-06,CUST00245,0,47,clothing,3,30,90
246,2023-04-20,CUST00246,1,48,electronics,2,25,50
247,2023-10-04,CUST00247,0,41,electronics,2,30,60
248,2023-03-09,CUST00248,0,26,clothing,3,300,900
249,2023-10-20,CUST00249,0,20,clothing,1,50,50
250,2023-10-23,CUST00250,0,48,electronics,1,50,50
251,2023-08-31,CUST00251,1,57,beauty,4,50,200
252,2023-05-05,CUST00252,0,54,electronics,1,300,300
253,2023-08-31,CUST00253,1,53,clothing,4,500,2000
254,2023-07-28,CUST00254,0,41,electronics,1,500,500
255,2023-04-08,CUST00255,0,48,clothing,1,30,30
256,2023-02-18,CUST00256,0,23,clothing,2,500,1000
257,2023-02-19,CUST00257,0,19,beauty,4,500,2000
258,2023-12-04,CUST00258,1,37,clothing,1,50,50
259,2023-08-09,CUST00259,1,45,clothing,4,50,200
260,2023-07-01,CUST00260,0,28,beauty,2,30,60
261,2023-08-05,CUST00261,0,21,clothing,2,25,50
262,2023-07-30,CUST00262,1,32,beauty,4,30,120
263,2023-08-28,CUST00263,0,23,beauty,2,30,60
264,2023-01-28,CUST00264,0,47,clothing,3,300,900
265,2023-12-11,CUST00265,0,55,clothing,3,300,900
266,2023-12-01,CUST00266,1,19,electronics,2,30,60
267,2023-11-27,CUST00267,1,32,beauty,3,30,90
268,2023-02-20,CUST00268,1,28,electronics,1,30,30
269,2023-02-01,CUST00269,0,25,clothing,4,500,2000
270,2023-07-26,CUST00270,0,43,electronics,1,300,300
271,2023-06-23,CUST00271,1,62,beauty,4,30,120
272,2023-02-25,CUST00272,1,61,electronics,2,50,100
273,2023-05-08,CUST00273,1,22,beauty,1,50,50
274,2023-04-09,CUST00274,1,23,clothing,2,500,1000
275,2023-04-08,CUST00275,0,43,clothing,2,500,1000
276,2023-10-02,CUST00276,1,21,beauty,4,25,100
277,2023-08-18,CUST00277,0,36,clothing,4,25,100
278,2023-03-13,CUST00278,1,37,clothing,4,25,100
279,2023-08-05,CUST00279,0,50,clothing,1,500,500
280,2023-04-04,CUST00280,1,37,clothing,3,500,1500
281,2023-05-23,CUST00281,1,29,beauty,4,500,2000
282,2023-08-25,CUST00282,1,64,electronics,4,50,200
283,2023-05-08,CUST00283,1,18,electronics,1,500,500
284,2023-02-08,CUST00284,0,43,clothing,4,50,200
285,2023-08-15,CUST00285,1,31,electronics,1,25,25
286,2023-10-09,CUST00286,0,55,electronics,2,25,50
287,2023-02-20,CUST00287,0,54,clothing,4,25,100
288,2023-01-26,CUST00288,0,28,clothing,4,30,120
289,2023-11-30,CUST00289,0,53,electronics,2,30,60
290,2023-10-04,CUST00290,1,30,beauty,2,300,600
291,2023-01-08,CUST00291,0,60,clothing,2,300,600
292,2023-02-17,CUST00292,0,20,beauty,4,300,1200
293,2023-05-02,CUST00293,0,50,electronics,3,30,90
294,2023-03-27,CUST00294,1,23,clothing,3,30,90
295,2023-07-28,CUST00295,1,27,beauty,3,300,900
296,2023-09-06,CUST00296,1,22,clothing,4,300,1200
297,2023-09-04,CUST00297,1,40,electronics,2,500,1000
298,2023-04-20,CUST00298,0,27,beauty,4,300,1200
299,2023-07-25,CUST00299,0,61,electronics,2,500,1000
300,2023-01-31,CUST00300,1,19,electronics,4,50,200
301,2023-03-26,CUST00301,0,30,clothing,4,30,120
302,2023-07-14,CUST00302,0,57,beauty,2,300,600
303,2023-01-02,CUST00303,0,19,electronics,3,30,90
304,2023-07-19,CUST00304,1,37,electronics,2,30,60
305,2023-05-16,CUST00305,1,18,beauty,1,30,30
306,2023-08-21,CUST00306,0,54,electronics,1,50,50
307,2023-05-27,CUST00307,1,26,electronics,2,25,50
308,2023-08-05,CUST00308,1,34,beauty,4,300,1200
309,2023-12-23,CUST00309,1,26,beauty,1,25,25
310,2023-10-12,CUST00310,1,28,beauty,1,25,25
311,2023-12-05,CUST00311,1,32,beauty,4,25,100
312,2023-09-07,CUST00312,0,41,clothing,4,30,120
313,2023-03-21,CUST00313,1,55,beauty,3,500,1500
314,2023-04-08,CUST00314,0,52,clothing,4,30,120
315,2023-06-01,CUST00315,0,47,clothing,2,30,60
316,2023-04-22,CUST00316,1,48,clothing,2,25,50
317,2023-01-30,CUST00317,0,22,electronics,3,30,90
318,2023-10-24,CUST00318,0,61,clothing,1,25,25
319,2023-10-05,CUST00319,0,31,clothing,1,500,500
320,2023-02-01,CUST00320,1,28,electronics,4,300,1200
321,2023-06-10,CUST00321,1,26,electronics,2,25,50
322,2023-01-30,CUST00322,0,51,electronics,1,500,500
323,2023-01-26,CUST00323,1,29,beauty,3,300,900
324,2023-10-27,CUST00324,1,52,electronics,3,50,150
325,2023-09-02,CUST00325,1,52,electronics,2,25,50
326,2023-09-15,CUST00326,1,18,clothing,3,25,75
327,2023-09-29,CUST00327,0,57,electronics,3,50,150
328,2023-03-22,CUST00328,0,39,beauty,2,50,100
329,2023-01-30,CUST00329,1,46,electronics,4,25,100
330,2023-09-18,CUST00330,1,25,beauty,4,50,200
331,2023-02-11,CUST00331,0,28,electronics,3,30,90
332,2023-04-06,CUST00332,0,58,electronics,4,300,1200
333,2023-02-05,CUST00333,1,54,electronics,4,300,1200
